timestamp,rain,snow,traffic_volume
2023-01-06 08:00:00,1,0,1889
2023-01-06 08:30:00,0,0,725
2023-01-06 09:00:00,0,0,1324
2023-01-06 09:30:00,0,0,2765
2023-01-06 10:00:00,0,0,1436
2023-01-06 10:30:00,1,0,2806
2023-01-06 11:00:00,0,0,2411
2023-01-06 11:30:00,0,0,2296
2023-01-06 12:00:00,1,0,553
2023-01-06 12:30:00,0,0,1226
2023-01-06 13:00:00,0,0,2044
2023-01-06 13:30:00,0,0,1543
2023-01-06 14:00:00,0,0,2413
2023-01-06 14:30:00,0,0,2276
2023-01-06 15:00:00,1,0,2096
2023-01-06 15:30:00,1,0,2414
2023-01-06 16:00:00,1,1,2966
2023-01-06 16:30:00,1,0,1349
2023-01-06 17:00:00,0,0,2609
2023-01-06 17:30:00,0,0,2763
2023-01-06 18:00:00,0,0,502
2023-01-06 18:30:00,0,0,659
2023-01-06 19:00:00,0,0,1280
2023-01-06 19:30:00,0,0,1392
2023-01-06 20:00:00,1,0,2530
2023-01-06 20:30:00,0,0,2876
2023-01-06 21:00:00,0,1,1079
2023-01-06 21:30:00,0,0,2433
2023-01-06 22:00:00,0,1,1880
2023-01-06 22:30:00,0,0,1790
2023-01-06 23:00:00,0,0,2140
2023-01-06 23:30:00,0,1,1451
2023-01-07 00:00:00,0,0,1487
2023-01-07 00:30:00,0,0,1718
2023-01-07 01:00:00,0,0,1420
2023-01-07 01:30:00,0,0,1855
2023-01-07 02:00:00,1,0,669
2023-01-07 02:30:00,0,0,1020
2023-01-07 03:00:00,0,0,1986
2023-01-07 03:30:00,0,0,539
2023-01-07 04:00:00,0,0,2060
2023-01-07 04:30:00,0,0,1918
2023-01-07 05:00:00,0,0,1454
2023-01-07 05:30:00,0,0,1483
2023-01-07 06:00:00,0,0,1474
2023-01-07 06:30:00,0,0,537
2023-01-07 07:00:00,0,0,2875
2023-01-07 07:30:00,0,0,1774
2023-01-07 08:00:00,0,0,1699
2023-01-07 08:30:00,1,0,2125
2023-01-07 09:00:00,0,0,1413
2023-01-07 09:30:00,0,0,953
2023-01-07 10:00:00,0,0,536
2023-01-07 10:30:00,0,0,2211
2023-01-07 11:00:00,0,0,1295
2023-01-07 11:30:00,0,0,1472
2023-01-07 12:00:00,0,0,1092
2023-01-07 12:30:00,1,0,1637
2023-01-07 13:00:00,1,0,1824
2023-01-07 13:30:00,0,1,2771
2023-01-07 14:00:00,0,0,817
2023-01-07 14:30:00,0,0,2896
2023-01-07 15:00:00,0,1,2662
2023-01-07 15:30:00,0,0,1846
2023-01-07 16:00:00,0,0,2091
2023-01-07 16:30:00,0,0,2389
2023-01-07 17:00:00,0,0,2587
2023-01-07 17:30:00,0,0,2496
2023-01-07 18:00:00,1,0,2272
2023-01-07 18:30:00,0,0,1812
2023-01-07 19:00:00,0,0,1785
2023-01-07 19:30:00,0,0,715
2023-01-07 20:00:00,0,0,2883
2023-01-07 20:30:00,0,0,2639
2023-01-07 21:00:00,0,0,2900
2023-01-07 21:30:00,0,0,2204
2023-01-07 22:00:00,0,0,862
2023-01-07 22:30:00,0,0,2216
2023-01-07 23:00:00,0,0,1693
2023-01-07 23:30:00,0,0,855
2023-01-08 00:00:00,1,0,690
2023-01-08 00:30:00,0,0,2969
2023-01-08 01:00:00,0,0,1199
2023-01-08 01:30:00,0,0,2554
2023-01-08 02:00:00,0,0,2680
2023-01-08 02:30:00,0,0,1056
2023-01-08 03:00:00,0,0,1325
2023-01-08 03:30:00,0,0,1554
2023-01-08 04:00:00,0,0,925
2023-01-08 04:30:00,0,0,2910
2023-01-08 05:00:00,0,0,2074
2023-01-08 05:30:00,0,0,2629
2023-01-08 06:00:00,0,0,2903
2023-01-08 06:30:00,0,0,1088
2023-01-08 07:00:00,0,0,2512
2023-01-08 07:30:00,1,0,2047
2023-01-08 08:00:00,0,1,794
2023-01-08 08:30:00,0,0,2485
2023-01-08 09:00:00,0,0,1747
2023-01-08 09:30:00,0,0,2048
2023-01-08 10:00:00,0,1,2190
2023-01-08 10:30:00,0,0,1636
2023-01-08 11:00:00,1,0,1756
2023-01-08 11:30:00,0,0,2564
2023-01-08 12:00:00,0,0,859
2023-01-08 12:30:00,0,0,1199
2023-01-08 13:00:00,0,0,947
2023-01-08 13:30:00,0,1,2912
2023-01-08 14:00:00,1,0,1174
2023-01-08 14:30:00,0,0,1507
2023-01-08 15:00:00,1,1,1849
2023-01-08 15:30:00,1,0,2961
2023-01-08 16:00:00,0,0,1085
2023-01-08 16:30:00,0,0,1756
2023-01-08 17:00:00,0,0,1747
2023-01-08 17:30:00,0,0,1493
2023-01-08 18:00:00,0,0,1935
2023-01-08 18:30:00,0,1,1071
2023-01-08 19:00:00,0,1,2882
2023-01-08 19:30:00,0,0,1745
2023-01-08 20:00:00,1,0,2584
2023-01-08 20:30:00,0,1,1488
2023-01-08 21:00:00,1,0,777
2023-01-08 21:30:00,0,0,1719
2023-01-08 22:00:00,0,1,2387
2023-01-08 22:30:00,0,0,983
2023-01-08 23:00:00,0,0,1765
2023-01-08 23:30:00,1,0,1230
2023-01-09 00:00:00,0,0,2739
2023-01-09 00:30:00,1,0,1540
2023-01-09 01:00:00,0,0,1417
2023-01-09 01:30:00,0,0,2948
2023-01-09 02:00:00,0,0,1385
2023-01-09 02:30:00,1,0,521
2023-01-09 03:00:00,1,0,973
2023-01-09 03:30:00,0,0,2757
2023-01-09 04:00:00,0,1,2853
2023-01-09 04:30:00,0,0,1203
2023-01-09 05:00:00,0,0,1186
2023-01-09 05:30:00,1,0,784
2023-01-09 06:00:00,1,0,1215
2023-01-09 06:30:00,0,0,1262
2023-01-09 07:00:00,0,0,1750
2023-01-09 07:30:00,0,0,1447
2023-01-09 08:00:00,0,0,2928
2023-01-09 08:30:00,1,0,1530
2023-01-09 09:00:00,0,0,528
2023-01-09 09:30:00,1,1,1406
2023-01-09 10:00:00,0,0,2626
2023-01-09 10:30:00,1,0,1069
2023-01-09 11:00:00,0,0,2506
2023-01-09 11:30:00,0,0,1953
2023-01-09 12:00:00,1,0,1237
2023-01-09 12:30:00,0,0,1015
2023-01-09 13:00:00,0,1,2500
2023-01-09 13:30:00,1,0,2944
2023-01-09 14:00:00,1,0,538
2023-01-09 14:30:00,0,0,1386
2023-01-09 15:00:00,0,1,2704
2023-01-09 15:30:00,0,0,1598
2023-01-09 16:00:00,0,0,2323
2023-01-09 16:30:00,0,0,2210
2023-01-09 17:00:00,0,0,1473
2023-01-09 17:30:00,0,0,2062
2023-01-09 18:00:00,0,0,1488
2023-01-09 18:30:00,0,0,520
2023-01-09 19:00:00,0,0,2850
2023-01-09 19:30:00,0,0,1368
2023-01-09 20:00:00,0,0,583
2023-01-09 20:30:00,0,0,2182
2023-01-09 21:00:00,0,0,2476
2023-01-09 21:30:00,1,0,1910
2023-01-09 22:00:00,0,0,2030
2023-01-09 22:30:00,0,0,1069
2023-01-09 23:00:00,0,0,1433
2023-01-09 23:30:00,0,0,2480
2023-01-10 00:00:00,0,0,2355
